# Lunar Core 2.4.0 Handbook
# Created 2024/07/31 19:31:06


# Commands
/account {create | delete} [username] (reserved player uid). 创建或删除帐户。
/avatar {cur | all | lineup} lv(level) p(ascension) e(eidolon) s(skill levels). 设置当前角色的属性
/clear {relics | lightcones | materials | items} lv(filter level). 从目标玩家的库存中移除过滤物品。
/energy. 补充当前阵容中的所有角色能量。
/gender {male | female}。设置玩家性别。
/give [item id] x(amount) lv(level) r(rank) p(promotion). 给予目标玩家一件物品。
/giveall {materials | avatars | lightcones | relics | usables} lv(level). 向目标玩家提供物品。
/heal. 治疗你的角色。
/help. 显示可用命令的列表。
/kick @[player id]. 将一名玩家踢出服务器。
/lineup [avatar ids]. 使用风险自负！使用指定的头像 ID 设置您当前的阵容。
/mail [content]. 向目标玩家发送系统邮件。
81111 : 流星追迹的怪盗
81112 : 流星追迹的怪盗
81113 : 流星追迹的怪盗
81114 : 流星追迹的怪盗
81121 : 盗匪荒漠的废土客
81122 : 盗匪荒漠的废土客
81123 : 盗匪荒漠的废土客
81124 : 盗匪荒漠的废土客
81131 : 宝命长存的莳者
81132 : 宝命长存的莳者
81133 : 宝命长存的莳者
81134 : 宝命长存的莳者
81141 : 骇域漫游的信使
81142 : 骇域漫游的信使
81143 : 骇域漫游的信使
81144 : 骇域漫游的信使
81151 : 毁烬焚骨的大公
81152 : 毁烬焚骨的大公
81153 : 毁烬焚骨的大公
81154 : 毁烬焚骨的大公
81161 : 幽锁深牢的系囚
81162 : 幽锁深牢的系囚
81163 : 幽锁深牢的系囚
81164 : 幽锁深牢的系囚
81171 : 死水深潜的先驱
81172 : 死水深潜的先驱
81173 : 死水深潜的先驱
81174 : 死水深潜的先驱
81181 : 机心戏梦的钟表匠
81182 : 机心戏梦的钟表匠
81183 : 机心戏梦的钟表匠
81184 : 机心戏梦的钟表匠
81191 : 荡除蠹灾的铁骑
81192 : 荡除蠹灾的铁骑
81193 : 荡除蠹灾的铁骑
81194 : 荡除蠹灾的铁骑
81201 : 风举云飞的勇烈
81202 : 风举云飞的勇烈
81203 : 风举云飞的勇烈
81204 : 风举云飞的勇烈
83011 : 太空封印站
83012 : 太空封印站
83013 : 太空封印站
83014 : 太空封印站
83021 : 不老者的仙舟
83022 : 不老者的仙舟
83023 : 不老者的仙舟
83024 : 不老者的仙舟
83031 : 泛银河商业公司
83032 : 泛银河商业公司
83033 : 泛银河商业公司
83034 : 泛银河商业公司
83041 : 筑城者的贝洛伯格
83042 : 筑城者的贝洛伯格
83043 : 筑城者的贝洛伯格
83044 : 筑城者的贝洛伯格
83051 : 星体差分机
83052 : 星体差分机
83053 : 星体差分机
83054 : 星体差分机
83061 : 停转的萨尔索图
83062 : 停转的萨尔索图
83063 : 停转的萨尔索图
83064 : 停转的萨尔索图
83071 : 盗贼公国塔利亚
83072 : 盗贼公国塔利亚
83073 : 盗贼公国塔利亚
83074 : 盗贼公国塔利亚
83081 : 生命的翁瓦克
83082 : 生命的翁瓦克
83083 : 生命的翁瓦克
83084 : 生命的翁瓦克
83091 : 繁星竞技场
83092 : 繁星竞技场
83093 : 繁星竞技场
83094 : 繁星竞技场
83101 : 折断的龙骨
83102 : 折断的龙骨
83103 : 折断的龙骨
83104 : 折断的龙骨
83111 : 苍穹战线格拉默
83112 : 苍穹战线格拉默
83113 : 苍穹战线格拉默
83114 : 苍穹战线格拉默
83121 : 梦想之地匹诺康尼
83122 : 梦想之地匹诺康尼
83123 : 梦想之地匹诺康尼
83124 : 梦想之地匹诺康尼
83131 : 无主荒星茨冈尼亚
83132 : 无主荒星茨冈尼亚
83133 : 无主荒星茨冈尼亚
83134 : 无主荒星茨冈尼亚
83141 : 出云显世与高天神国
83142 : 出云显世与高天神国
83143 : 出云显世与高天神国
83144 : 出云显世与高天神国
83151 : 奔狼的都蓝王朝
83152 : 奔狼的都蓝王朝
83153 : 奔狼的都蓝王朝
83154 : 奔狼的都蓝王朝
83161 : 劫火莲灯铸炼宫
83162 : 劫火莲灯铸炼宫
83163 : 劫火莲灯铸炼宫
83164 : 劫火莲灯铸炼宫
89001 : 位面饰品
89002 : 位面饰品
89003 : 位面饰品
89004 : 位面饰品
100000 : 荣誉之星
110101 : 梦之珠泪
110111 : 破碎残刃
110112 : 无生残刃
110113 : 净世残刃
110121 : 猎兽之矢
110122 : 屠魔之矢
110123 : 逐星之矢
110131 : 灵感之钥
110132 : 启迪之钥
110133 : 智识之钥
110141 : 青铜的执着
110142 : 寒铁的誓言
110143 : 琥珀的坚守
110151 : 黯淡黑曜
110152 : 虚空黑曜
110153 : 沉沦黑曜
110161 : 谐乐小调
110162 : 家族颂歌
110163 : 群星乐章
110171 : 丰饶之种
110172 : 生命之芽
110173 : 永恒之花
110181 : 步离犬牙
110182 : 狼毒锯牙
110183 : 月狂獠牙
110191 : 陨铁弹丸
110192 : 命定死因
110193 : 逆时一击
110201 : 凌乱草图
110202 : 动态线稿
110203 : 精致色稿
110211 : 散逸星砂
110212 : 流星棱晶
110213 : 神体琥珀
110221 : 炽情之灵
110222 : 星火之精
110223 : 焚天之魔
110231 : 云际音符
110232 : 空际小节
110233 : 天外乐章
110241 : 异木种籽
110242 : 滋长花蜜
110243 : 万相果实
110400 : 深邃的星外质
110401 : 铁狼碎齿
110402 : 恒温晶壳
110403 : 风雪之角
110404 : 往日之影的雷冠
110405 : 暴风之眼
110406 : 虚幻铸铁
110407 : 往日之影的金饰
110411 : 幽府通令
110412 : 过热钢刃
110413 : 苦寒晶壳
110414 : 炼形者雷枝
110415 : 天人遗垢
110416 : 苍猿之钉
110417 : 镇灵敕符
110421 : 星际和平工作证
110422 : 忿火之心
110423 : 冷藏梦箱
110426 : 炙梦喷枪
110501 : 毁灭者的末路
110502 : 守护者的悲愿
110503 : 无穷假身的遗恨
110504 : 蛀星孕灾的旧恶
110505 : 同愿的遗音
111001 : 熄灭原核
111002 : 微光原核
111003 : 蠢动原核
111011 : 掠夺的本能
111012 : 篡改的野心
111013 : 践踏的意志
112001 : 铁卫扣饰
112002 : 铁卫军徽
112003 : 铁卫勋章
112011 : 古代零件
112012 : 古代转轴
112013 : 古代引擎
113001 : 永寿幼芽
113002 : 永寿天华
113003 : 永寿荣枝
113011 : 工造机杼
113012 : 工造迴轮
113013 : 工造浑心
114001 : 蓄梦元件
114002 : 流梦阀门
114003 : 造梦马达
114011 : 思绪末屑
114012 : 印象残晶
114013 : 欲念碎镜
120000 : 黑塔币
120001 : 冬城盾
120002 : 巡镝
120003 : 金表钞
121000 : 小拧巴吹泡糖
121001 : 降灵符箓
121002 : 钟表灵感簿
122000 : 艾迪恩代币
140000 : 崇高道德的赞许
140004 : 古老的钱币
140017 : 核心模组
140021 : 热驱动机械矿镐
140022 : 防粉尘呼吸面罩
140023 : 定制粉色安全帽
140024 : 奇怪的钻头饰品
140025 : 巴拉金家族铁盒
140026 : 机关密钥
140027 : 终端密钥
140032 : 临时访问凭证
140033 : 矿车销子
140034 : 机械聚落认证：1级
140035 : 机械聚落认证：2级
140036 : 机械聚落认证：3级
140037 : 「黑塔」特许通行认证
140039 : 矿车轮对
140040 : 一罐玻璃弹珠
140041 : 尤利安的时间胶囊
140046 : 商业区钥匙
140065 : 被叫作「菌菌」的大熊玩偶
140066 : 藏宝图
140067 : 真正的藏宝图
140068 : 裂界怪物盔甲
140069 : 旧物拍卖会宣传物料
140070 : 物流导航图
140071 : 超镍零件
140072 : 红色转译录
140073 : 蓝色转译录
140074 : 监控影像
140075 : 录像带：黯淡蓝点
140076 : 录像带：正义
140077 : 录像带：毁灭日
140078 : 未妥投的信封•一
140079 : 未妥投的信封•二
140080 : 未妥投的信封•三
140081 : 未妥投的信封•四
140082 : 装有奶粉的包裹
140083 : 匿名的包裹
140084 : 「千星」权限认证
140085 : 「██」权限认证
140086 : 「集团」权限认证
140090 : 一箱医用酒精
140091 : 一箱特制止痛剂
140095 : 装有故事书的包裹
140096 : 装有幼儿衣物的包裹
140097 : 科鲁泽的信件
140098 : 巴拉金的旧照片
140103 : 商品委托合同
140104 : 地髓探针
140105 : 猎彗人来信
140106 : 猎彗人来信
140107 : 猎彗人来信
140108 : 匣中水魈
140109 : 卡利白的配方纸
140110 : null
140111 : 锈损的钥匙
140112 : 秘藏显影图
140114 : 精致的雪景球
140115 : 球牡丹
140116 : 初雪八落
140117 : 侯爵夫人
140118 : 暖阳花
140119 : 机械零件
140120 : 机械外壳
140121 : 铁皮花朵
140123 : 备用电源
140124 : 工造司玉符
140125 : 梅姐的笔记•花卉
140126 : 梅姐的笔记•家政交流
140127 : 梅姐证言
140128 : 有些迷糊的女士证言
140129 : 突然兴奋的男士证言
140130 : 机巧鸟监控照片
140132 : 「波少」粉丝回馈手卡
140133 : 「波少」限定写真
140134 : 「波少」百科
140135 : 阿兰ID的通行证
140136 : 破碎的天花板
140137 : 脚印
140138 : 阿兰背影的照片
140139 : 饰有铃铛的肮脏缎带
140140 : 损坏的八音盒
140141 : 「黑暗拳斗大赛」邀请函
140146 : 署名匹克的包裹
140147 : 署名伊妮丝的包裹
140148 : 看不清署名的包裹
140149 : 温符瑞的礼物
140150 : 金灿灿的手表
140151 : 一束球牡丹
140152 : 一束七彩虹
140153 : 一束初雪八落
140154 : 一株侯爵夫人
140155 : 吉尔伯特的信
140156 : 金色徽章
140157 : 药王秘传的信笺
140158 : 叠好的照片
140159 : 奇怪的药方
140161 : 快递包裹
140162 : 损毁的残兵
140163 : 碎裂的玉符
140164 : 哑火的手雷
140165 : 逻辑语言中枢
140166 : 罗刹的纸花
140167 : 夹在书中的纸条
140168 : 《冒险鼹鼠队：隐形的宝藏》目录
140169 : 《冒险鼹鼠队：隐形的宝藏》前言
140170 : 《冒险鼹鼠队：隐形的宝藏》意外的羊皮纸
140171 : 《冒险鼹鼠队：隐形的宝藏》消失的矿灯
140172 : 《冒险鼹鼠队：隐形的宝藏》「货箱便是钥匙」
140173 : 《冒险鼹鼠队：隐形的宝藏》战地追迹
140174 : 《冒险鼹鼠队：隐形的宝藏》后记
140175 : 设计师入职邀请函
140176 : 工造司标准零件组
140177 : 铖杰的纸船
140178 : 完美的地髓结晶
140179 : 八成新的热动力矿镐
140180 : 六成新的热动力矿镐
140181 : 美丽的五彩晶石
140182 : 脏兮兮的零件
140183 : 陈旧的铁盒
140184 : 一罐「鲛人泪」
140185 : 抄写好的经文
140186 : 未寄出的家书
140187 : 小型中子辐射炸弹
140188 : 「宝箱」的取货码
140189 : 「那位老师」的衣服
140190 : 搜查记录「打感情牌」
140191 : 搜查记录「执事精神」
140192 : 搜查记录「武力威胁」
140193 : 搜查记录「破财消灾」
140194 : 搜查记录「诚恳请求」
140195 : 搜查记录「书籍扉页」
140196 : 「龙蟠虬跃」药理考
140197 : 丹枢调配的药物
140198 : 餐云承露丹
140199 : 示迹玉扣
140200 : 潦草的药方
140201 : 不知名的土特产
140202 : 冰鲜霜纹鲑生鱼片
140203 : 拟态雪蛞蝓
140206 : 地髓激活元件
140207 : 霜纹鲑面包
140208 : 岩烧山珍串
140209 : 雪原大乱炖
140210 : 贴有佩拉与母亲合照的软盘
140211 : 流星碎片
140212 : 微缩胶片
140213 : 被拆散的艺术品零件
140214 : null
140215 : 旧照片：机关能源中枢
140216 : 藏宝图：加农火炮
140217 : null
140218 : 藏宝图：信息终端及显示屏套组
140219 : 晴霓的回忆
140220 : 神矢余烬
140221 : 景元的回忆
140222 : 驭空的交换日记
140223 : 采翼的交换日记
140225 : 《要药分剂》
140228 : 诡异的枝条
140229 : 寻物启事
140230 : 流云集
140231 : 灵感玉兆•边塞
140232 : 同心锁
140233 : 不锈钢牌匾
140234 : 瑞兆<unbreak>15</unbreak>
140235 : 广云袖限定竖领短袄
140237 : 超控模块
140239 : 被撕碎的手稿
140240 : 神秘钥匙
140241 : 被撕碎的手稿
140242 : 给白露买的貘馍卷
140243 : 给白露买的鸣藕糕
140244 : 给白露买的琼实鸟串
140245 : 给白露买的热浮羊奶
140246 : 给白露买的苏打豆汁儿
140247 : 快递箱
140248 : 证物收支记录
140249 : 码头工人的证言
140250 : 金人巷码头租金
140251 : 码头租赁合同
140252 : 金人巷商会营业额
140253 : 同功坊的营收分析
140254 : 金人巷历史交易量
140255 : 金人巷商会竞标资金
140256 : 尚滋味的联动活动
140257 : 金人巷商铺的意向调查
140258 : 学会标识的拓片（其一）
140259 : 学会标识的拓片（其二）
140260 : 学会标识的拓片（其三）
140261 : 学会标识的拓片（其四）
140262 : 学会标识的拓片（其五）
140263 : 学会标识的拓片（其六）
140264 : 学会标识的拓片（其七）
140265 : 学会标识的拓片（其八）
140266 : 「告别家人的远行者」
140267 : 「依依不舍的恋人」
140268 : 「各奔东西的友人」
140269 : 灵感玉兆•婉约
140270 : 灵感玉兆•格律
140271 : 昭言石板
140272 : 陶德的笔记本
140273 : 素鲤扇
140274 : 接渡使印鉴
140275 : 送往「不夜侯」的小盒
140276 : 送往「尚滋味」的庖刀
140277 : 不知赠予何人的弓
140278 : 新茶「遏云歌」
140279 : 红油乱斩牛杂
140280 : 慰灵的纸鸢
140281 : 结盟玉兆
140282 : 密钥藏宝图
140283 : 一号藏宝图
140284 : 二号藏宝图
140285 : 三号藏宝图
140286 : 以太硬币
140287 : 电梯解锁密钥
140288 : 一号冠军候补凭证
140289 : 二号冠军候补凭证
140290 : 三号冠军候补凭证
140291 : 冰火玄莲
140292 : 生灭灵芝
140293 : 风雷天根
140294 : 九转升天丹
140295 : 生长促进剂
140296 : 记录着天火熔金位置的藏宝图
140297 : 买给陶德的小吃
140298 : 建木柄材
140299 : 天火熔金
140300 : {TEXTJOIN#61}
140301 : {TEXTJOIN#61}
140302 : 龙尊的秘宝
140303 : 开拓豪侠传
140304 : {TEXTJOIN#61}
140305 : {TEXTJOIN#61}
140306 : 《银河通用疾病速查》
140307 : 《琼玉牌秘技丛集》
140308 : 病假证明备份
140309 : 星际和平公司合作邀请函
140310 : 开拓豪侠传
140311 : 三月七的「起点」
140312 : 丰饶孽物的掉落物
140313 : 永仁的证明文件
140314 : 西衍先生的授权录音
140315 : 阿往阿来的授权录音
140316 : 霍三哥的绝密货物
140317 : 《开智之卷》
140318 : 《无言之卷》
140319 : 《瘈狂之卷》
140320 : 记忆盲点·信任危机
140321 : 记忆盲点·科员失踪
140322 : 记忆盲点·仙舟联盟
140323 : 记忆盲点·能量生命
140324 : 记忆盲点·人体自燃
140325 : 记忆盲点·天才俱乐部成员
140326 : 线索信息·失踪科员名单
140327 : 线索信息·“香味”
140328 : 线索信息·附录小册子
140329 : 线索信息·穿梭相位的火焰
140330 : 记忆盲点·信任危机
140331 : 来历不明的信笺
140332 : null
140333 : null
140334 : 记忆盲点·人体自燃
140335 : 记忆盲点·天才俱乐部成员
140336 : 记忆梳理
140339 : 案情简述•其一
140340 : 案情简述•其二
140341 : 证物：沙马里的证件
140342 : 证物：巨型木锤
140343 : 证物：金槌府邸安全规范
140344 : 证物：「相互保证毁灭」按钮
140345 : 证物：帕姆玩偶
140346 : 证物：钱可通的账簿
140347 : 证物：佐罗的领带
140348 : 证物：阿佑的板凳
140349 : 证物：钟珊的戒指
140350 : 证物：烟熏红鲱鱼
140351 : 信任的证明
140352 : 无名客的忆泡
140353 : null
140354 : 岁阳•宝烛
140355 : 粉丝寄来的礼物
140356 : 房产证明
140357 : 订阅奖励金牌纪念
140358 : 订阅奖励银牌纪念
140359 : null
140360 : null
140361 : 藏月瓠
140362 : 同心火铃
140363 : 贝洛伯格古武术残卷
140364 : 古琴录音
140365 : 新古琴录音
140366 : 异色的磁铁石
140367 : 院门的钥匙
140370 : 院门的钥匙
140372 : 家庭照片
140373 : 废弃的信纸
140374 : 拓下的信纸
140376 : 方形饭团
140377 : 断裂的云骑阵刀
140378 : 古旧的铃铛
140380 : 万寿无情丹
140381 : 平平无奇的垃圾
140382 : 百里挑一的垃圾
140383 : 逸散岁阳
140384 : 逸散岁阳
140385 : 逸散岁阳
140386 : 普普通通的垃圾
140387 : 貌不惊人的垃圾
140388 : 中规中矩的垃圾
140389 : 稀松平常的垃圾
140390 : 朴实无华的垃圾
140391 : 乏善可陈的垃圾
140392 : 不值一提的垃圾
140393 : 黑不溜秋的垃圾
140394 : 数值受害的垃圾
140395 : 情绪原型：选择背叛的刹那
140396 : 情绪原型：疑虑的阴云
140397 : 情绪原型：至死不渝的恨
140398 : 情绪原型：碎梦
140399 : 情绪原型：片刻自由
140400 : 未知的筑梦碎片
140401 : 流萤的预算
140402 : 大宇宙炒饭（隔夜版）
140403 : 监控记录的异常画面
140404 : 对外通讯记录
140405 : 香喷喷的糕点
140406 : 「镇静」齿轮
140407 : 「欢欣」齿轮
140408 : 「悲郁」齿轮
140409 : 「愤懑」齿轮
140410 : 莱斯利•迪恩重生计划
140411 : null
140412 : 签到一半的签名照
140414 : 砂金的信物
140415 : 「斯坦威游隼」豪华飞车（黑）
140416 : 「斯坦威游隼」豪华飞车（出租款）
140417 : 「斯坦威游隼」豪华飞车（金）
140418 : 「斯坦威游隼」豪华飞车（蓝）
140419 : 「乌通蓬」独轮飞车
140420 : 想象一朵未来的玫瑰
140421 : 员工的闲聊
140422 : 电视新闻
140423 : 《圣甲虫计划》
140424 : 古怪的磁带
140425 : 笔记：梦境寻母记•一
140426 : 笔记：梦境寻母记•二
140427 : 笔记：梦境寻母记•三
140428 : 笔记：梦境寻母记•四
140429 : 至尊幸运儿的黑卡
140430 : 黄金限定•艾迪恩游戏币
140431 : 作用不明的药物
140432 : 怪梦积木
140433 : 赌神的废弃零件
140434 : 赌神的珍贵零件
140435 : 心灵慰藉特调
140436 : 某处废墟中的零件
140437 : 手写信笺
140438 : 手写信笺
140439 : 手写信笺
140440 : 命运之谕示
140441 : 泯灭帮收到的邀请函
140442 : 格列佛拱门
140443 : 弹球机模型
140444 : 砂金的基石
140445 : 砂金的匣子
140446 : 砂金的匣子
140447 : 砂金的行李袋
140448 : 砂金的行李袋
140449 : 庸人的见地
140450 : 「相互保证毁灭」按钮
140451 : 特调「黄金国」
140452 : 特调「过早的埋葬」
140453 : 特调「梦中之梦」
140454 : 特调「长眠不醒」
140455 : 特调「漫长的告别」
140456 : 特调「再见，吾爱」
140457 : 特调「到坟场的车票」
140458 : 特调「向邪恶追索」
140459 : 特调「谋杀与创造之时」
140460 : 星期日&知更鸟的光锥
140461 : 托帕的基石
140462 : 翡翠的基石
140463 : 砂金的锁链
140464 : 小砂金的饰品
140465 : 纪念照
140466 : 「哈努兄弟」的梦泡
140467 : null
140468 : 长效专利捍卫一纸通
140469 : 「欢欣」齿轮
140470 : 奥科萨娜的「玩具」
140471 : 司令的筑梦碎片
140472 : 黑桃的筑梦碎片
140473 : 忧郁派的筑梦碎片
140474 : 小星星的筑梦碎片
140475 : 淑女的筑梦碎片
140476 : 铁皮人的筑梦碎片
140477 : 「筑梦师档案记录」
140478 : 档案中的照片
140479 : 筑梦师的合影
140483 : 《汽水先生外传》胶卷
140484 : 《哈努兄弟外传》胶卷
140485 : 《石头老板外传》胶卷
140486 : 《折纸小鸟外传》胶卷
140487 : 《木头老爷外传》胶卷
140488 : 《仓鼠球骑士外传》胶卷
140489 : 长梦苦短
140490 : 溺甜
140491 : 花火妙妙藏宝图
140492 : 某人的遗失物
140493 : 巨大谜钟的破碎内心•其一
140494 : 巨大谜钟的破碎内心•其二
140495 : 巨大谜钟的破碎内心•其三
140498 : 电视机（限定版）
140499 : 幸运的象征
140500 : 星穹列车微缩模型（限量版）
140501 : 一页旧梦
140502 : 魔方战令
140503 : 老前辈留下的纸条
149957 : 与三月七的合照
149958 : 与三月七的合照
149959 : 热能核心
149960 : 光桥钥匙
149961 : 右侧房间钥匙
149962 : 中央房间钥匙
149963 : 光桥钥匙
149964 : 右侧房间钥匙
149965 : 中央房间钥匙
149966 : 右侧房间钥匙
149967 : 中央房间钥匙
149975 : 内容模糊的照片
149976 : 内容模糊的肖像
149977 : 记录着线索的肖像
149978 : 佩拉的手记
149979 : 修订过的手记
149980 : 演练证明
149981 : 演练证明
149982 : 演练证明
149983 : 信标数据
149984 : 信标数据
149985 : 信标数据
149986 : 模拟算法
149987 : 模拟算法
149988 : 模拟算法
149989 : 模拟算法
149990 : null
149991 : 一箱钢板和绷带
149997 : null
149998 : null
149999 : null
150000 : 《小小哈努行动》前言
150001 : 《小小哈努行动》上篇 第一章
150002 : 《小小哈努行动》上篇 第二章
150003 : 《小小哈努行动》上篇 第三章
150004 : 《小小哈努行动》上篇 第四章
150010 : 调饮材料：美梦糖浆
150011 : 调饮材料：经典苏乐达
150012 : 调饮材料：展望美好未来
150013 : 调饮材料：孤注一掷
150014 : 调饮材料：噼咔白葡萄汽水
150015 : 调饮材料：恒久忍耐
150016 : 特调「黄金国」
150017 : 特调「过早的埋葬」
150018 : 特调「梦中之梦」
150019 : 特调「长眠不醒」
150020 : 特调「漫长的告别」
150021 : 特调「再见，吾爱」
150022 : 特调「到坟场的车票」
150023 : 特调「向邪恶追索」
150024 : 特调「谋杀与创造之时」
150025 : 特调「黄金国」
150026 : 特调「过早的埋葬」
150027 : 特调「梦中之梦」
150028 : 特调「长眠不醒」
150029 : 特调「漫长的告别」
150030 : 特调「再见，吾爱」
150031 : 特调「到坟场的车票」
150032 : 特调「向邪恶追索」
150033 : 特调「谋杀与创造之时」
150034 : 软木杯垫
150035 : 隐夜鸫雕像的线索
150036 : 巨大谜钟的破碎内心•其一
150037 : 巨大谜钟的破碎内心•其二
150038 : 巨大谜钟的破碎内心•其三
150039 : 「惊梦酒吧」的合影
150040 : 美梦脆筒（三种口味）
150041 : 飞碟堡
150042 : 钟表披萨（整张）
150043 : 薯条圣代
